1001,1,45,16.7,90.40694143,33.28484903
1001,2,36.4,9.2,59.53026098,23.74700348
1001,3,14.8,16,80.07112968,19.67889972
1001,4,22.3,4.1,55.32257628,6.830584262
1001,5,37.1,14,96.1263908,22.73122629
1001,6,43.7,10.6,60.61232514,37.92609117
1001,7,20.1,20.6,96.38778262,26.06433011
1001,8,33,20.9,44.21449048,82.54271131
1001,9,16.9,7.1,70.32454222,9.27395262
1001,10,60.5,15.9,94.28471363,44.39436483
1001,11,21.3,32.7,80.2000038,44.56479609
1001,12,51.1,24.6,68.27125517,97.57997048
1001,13,23.3,27.3,68.12537088,41.45632618
1001,14,44.2,36.7,74.94646786,89.50470724
1001,15,27,39.3,61.09657384,70.37344229
1001,16,10.9,19.7,16.07230589,61.03130949
1001,17,16.5,15,52.12991104,21.91346464
1001,18,7.6,31.6,11.8468533,87.85537944
1001,19,18.4,29,28.37126171,82.66311808
1001,20,23.5,27.4,44.16397486,58.36462487
1001,21,21.9,30.2,95.32617122,39.22007366
1001,22,19.8,23.2,25.88830046,98.15776967
1001,23,24.3,42.1,80.32931547,60.24468526
1001,24,53.5,21.5,91.17722287,51.97617168
1001,25,18.4,21.6,84.51454235,27.67136658
1001,26,38.7,8.8,69.65674171,19.82362183
1001,27,18,19.8,68.03403795,26.9512173
1001,28,48.2,22.3,68.28514444,75.59316188
1001,29,25.1,16.8,61.05792249,28.57663381
1001,30,15.9,12.3,19.2877005,70.37230654
1001,31,18.5,22.5,24.76559464,89.01334442
1001,32,19.4,23.3,36.33478336,50.11103569
1001,33,15.3,37,39.30492095,60.68196258
1001,34,46.1,11.1,59.91974834,48.27825063
1001,35,48.2,8.2,85.55889138,18.81001128
1001,36,25.4,34.7,40.62873155,92.72895789
1001,37,22.3,29.4,54.98257909,49.36674534
1001,38,29.7,29,50.73064573,69.71607668
1001,39,48.5,21.2,77.72417772,56.39940502
1001,40,37.6,48.8,78.96616734,93.16123275
1001,41,20.2,12,82.84616315,15.86142325
1001,42,43.9,14.4,51.99332289,92.6431474
1001,43,18.4,14.6,22.39318277,82.83852685
